Id,saleprice
825,286519.97513431206
110,209661.55898291373
697,157747.2775683063
1231,142971.46422702225
1355,147658.12486783596
968,316218.1009852091
584,247296.7249390087
1606,153283.0668867685
206,111695.59834302682
1685,312200.3470939911
2016,156552.64603325032
869,208373.57027004065
2135,132417.87172827063
2346,172446.29408535396
2430,221504.0504641668
2198,107742.65534602536
2652,136722.21652036224
27,122095.86623601726
241,171809.56836335518
906,128712.81993261306
2098,387910.4155312284
1435,197223.40665628592
2213,131556.12852175056
1274,152695.10737748456
1737,188197.01680791442
2797,248522.3856281261
58,142405.67296465219
830,195798.4328883211
808,132436.62303724524
680,163977.9640451239
1153,128670.34554423596
1291,146591.7174252919
1818,57576.48086793267
2161,176611.98029533727
1883,138935.58904114156
350,354702.141335545
295,222570.5146507289
293,252382.75527708896
859,130098.56202598481
288,80092.26249379735
1578,148342.46684539935
102,140306.26535695582
2831,176396.97140274022
1030,172086.82247799306
2551,135966.31469312566
1286,176742.43835136562
958,297713.3488821463
776,139658.9674451715
72,206497.9466108831
2263,242639.26948992023
1866,157017.7988183869
2876,62150.47724622232
2146,255240.10807711649
103,164303.2262675207
1500,132830.62290867558
492,174224.70457558648
167,142251.02872654633
2597,141378.48731291806
2685,120896.7210263199
1035,155623.0975814567
1220,88814.27165284927
2602,142986.21538568696
2159,197276.08437711105
695,151398.46638082154
1109,224116.69341726194
640,216966.08154070575
1652,169151.72794237698
2090,180601.20646981825
1188,184506.36597720615
2345,251467.5033230182
1059,417192.6593081554
2751,237121.52504398115
128,201213.2891147005
1523,164796.4845853477
2925,168541.58695272752
2145,301782.7754650271
1121,216953.747669611
566,306043.5340593087
565,209896.5112963363
1331,140303.41186856083
156,177558.4541738691
797,165642.56012716616
327,107545.69871222985
2859,149885.057216099
1453,127692.46363477869
1762,347649.32094048674
1868,228395.16180751807
1760,176532.56847863214
1113,248296.01601758145
1812,187235.61166480335
117,158876.46819783142
1142,209090.08262754267
2342,335672.08110277157
927,135224.72496944212
2478,189716.74719567143
655,96398.77989277442
2064,118074.63364989532
369,221218.2306954743
2239,126499.46561165736
2732,207668.2751398011
1653,147604.6888628131
959,214876.42234041763
2395,333650.5880193673
271,226884.7099216011
1484,118259.0018022306
1497,140164.68626304483
552,138928.68574680446
2,139927.23387948418
1855,262289.64080548624
4,169563.97249806637
2292,161385.8647507726
134,131615.05385330657
646,114964.02773602062
42,296435.50182278897
532,216238.2459244195
2561,134863.27405508945
2360,135622.59844830981
1333,153858.99734673527
1407,223525.2529512361
2892,265079.1861631565
574,187381.7605287108
1227,230691.26570608118
2591,220159.43598698085
1476,191381.76230505772
1125,277184.21939521306
1446,132202.3885510628
408,132201.56332838058
1101,273563.8448373075
2251,170532.58093048574
373,192950.4259539564
2554,130432.7935579911
2382,264448.9029511468
1985,98920.8592242559
519,206950.97617244942
1093,190827.51879564452
864,236508.78408895066
2889,159687.9073977485
2308,201105.16750776267
986,144555.81613378774
1302,147021.14195984992
585,150185.3381893033
2708,171592.0793152867
147,135848.02319382946
1441,203409.17605168035
383,178497.5177882613
285,185595.7969958213
181,131835.88703518093
358,154874.4314592845
780,121787.65824988415
258,187215.27988201042
1865,200319.760568458
692,162020.7560309457
2902,334066.75654280244
508,283365.85727923
2638,146719.89251676353
36,154760.54787398863
611,181471.52621810616
2281,123043.76847939391
1678,81618.31732361199
1696,443241.2623413323
1557,120633.34467431635
2180,153352.19273340947
1726,201366.53325843485
951,143949.74044119695
267,225903.85205456387
2706,140924.50572981697
2221,234607.3904257326
1357,184203.56316111505
2901,309118.8411882431
347,146141.44648116094
2164,189050.3576041641
1586,281498.8948777029
360,150506.78202603126
1769,211604.8696235906
2617,221419.45998571313
1879,137959.74497865653
991,210134.96367498592
1535,133350.97235446086
1191,141573.28799119953
1579,191907.02834091918
1882,161428.35401950945
1510,138522.48130655545
1845,141808.60827164655
2336,346515.0487518959
942,112881.1216797569
861,146240.66725917312
2555,117118.42198458523
1392,150143.27922247734
2099,272838.127101113
1543,130302.8393255343
948,300024.35859287146
1239,186743.55952325772
22,153902.50842425227
2796,255992.79974523897
2747,151161.43202669604
92,286694.39073950413
210,139239.6689795679
1858,220084.68284700927
2228,175980.96899443417
447,219485.73567294772
827,226449.954460043
1649,196404.85926093056
682,150550.61341001908
2698,129946.64929030911
494,163139.2408750105
2441,243834.6157122251
2679,131797.02748555853
1336,163830.88171726617
465,162576.61688081257
1524,135958.0829448856
2543,135994.78934758378
631,114527.73203199485
2452,306473.7088877917
228,160170.40928842046
1092,190975.3689191593
1122,217100.3545368762
932,195424.75716478762
1980,137341.10697576747
2171,120015.13283658552
551,157843.94003985252
2768,150764.09805526238
2056,131789.79919611174
1159,350787.35958192276
2645,114157.63175692226
1174,150303.07934679464
2266,186915.24466384263
2462,333783.83939963765
1219,152545.25601283566
2922,177288.3290087449
118,149692.56613472663
474,172190.22756265735
2576,155641.1728024535
872,275196.89290085237
1077,204403.43399166793
1536,144181.81095037574
1150,133962.6040895256
2341,273723.20308240026
1931,182055.18851102784
2785,130070.63832936494
2538,131577.3461214261
597,207458.4332332553
464,173684.70684614242
233,229723.33988152037
2169,138656.77751322289
2123,160586.57636651897
1867,192328.44116149296
137,278039.1862700194
515,214315.5337949117
933,129786.53033306764
2784,185244.86624335533
972,197251.91865022003
599,156448.16996205534
2614,106618.8698812566
2582,142405.1262981427
1409,134380.00112151855
175,102544.87841086078
352,208512.71309330006
976,113522.73878274823
2134,181625.29247395077
2396,313448.2851149762
1673,133849.583800314
404,135660.83650574938
607,183421.2868675246
814,200167.26096295926
868,192461.63039425097
2271,223489.99363936926
1633,223685.00489791704
337,203552.66799137427
2765,159296.9278459201
1746,216487.04252652975
368,356285.3946697948
2806,199650.23924759834
1662,180434.50382269954
1234,194654.5019555359
1373,145340.1795469899
1672,122088.57260070072
1939,129935.79436803807
