Id,saleprice
481,102220726608.36348
193,129171880368.09366
555,82779641053.14262
899,73025838275.51653
2357,107465025002.71747
328,81759835249.73029
1356,75878078054.2599
1154,77361074317.19002
1730,102056138354.2259
2249,80651686352.13524
1119,119360241030.64534
2856,100654081896.76488
1394,103148727960.87492
2587,84168056674.28226
61,152191719869.19122
2661,131038127113.6511
2711,80645333367.53252
1147,110512770718.05972
757,93112911376.2436
2623,76526808868.46054
2378,100050439117.42665
1413,89432707474.66393
1722,104220995635.37906
1112,120783965865.1578
1623,113001702519.36743
1201,117078272328.46649
1513,94727332667.62592
957,133504363638.93764
1171,112850411421.54895
1145,111607497889.34409
2726,123471388974.79039
703,94323361514.58838
760,76632744658.67787
1964,86813035442.58891
2512,98797646388.60349
159,87487838929.02753
1281,112082942506.62206
468,103002049344.95172
290,76093146195.57497
665,74646259819.33656
1463,138727627279.21393
1792,124539461205.8133
923,96570401990.79996
500,143018301715.0217
1408,110897979095.73695
331,65954887573.689064
170,112193886594.86192
2192,72496151474.15659
2571,175336332656.46503
2314,100168697550.6012
2647,74844009066.96298
422,171709845781.23108
2457,135107834396.26253
1838,103531379737.68178
2805,123272921965.76653
1645,98557377781.95464
1711,144996071274.46088
2825,142362316140.26624
322,134839664816.37012
2103,116701525792.85118
342,78154015908.30875
600,78637407333.0639
488,117450868173.57933
1725,128328210639.42238
2246,116397369771.14388
2847,108417368520.08586
806,128677999564.29968
530,127574076687.1854
963,104622701383.56516
2678,84912930901.56378
171,84313869953.73141
2401,170400677882.21896
805,121657895956.03622
2259,137693403153.7708
1748,92890702795.05554
1361,100275177257.10614
1677,87804830510.40688
1406,87412334909.5355
2322,125124407348.85008
688,112605517004.09776
143,98372219817.27562
804,113369320835.25307
1214,99651181694.2514
2828,86634744590.45972
1999,138376502131.4406
2467,104930286871.45854
2665,106333611684.715
1538,181740401353.75638
398,78101651378.34944
2822,92521352015.76129
2157,79047409929.8878
1856,104575738455.74057
1269,76870967455.59003
2570,88347239114.38274
2320,114985926810.80595
1517,96364493084.61147
2304,84074960854.83496
1312,76953681921.26303
2012,88264800126.86754
506,118831930863.32417
2865,136962439861.55617
2367,76175507782.3261
554,72528551810.10501
238,89887345892.8076
1954,78366993893.26416
2488,99468886305.46133
2291,81524289285.53513
1969,72601263681.35268
2725,103659105218.02754
1482,79131136617.4534
2763,106131569962.48608
503,128804328310.35535
1584,107447933165.41478
1531,101515597005.27028
2210,119910801530.16756
459,129040053399.84514
556,83654562488.03058
1347,118506644059.48534
1290,67415656728.16042
1388,83662355440.51389
1571,119896860459.40105
2754,100254218889.77913
765,92051801314.4345
2494,84993787632.53658
2870,140352228590.4255
7,102214509400.50008
1114,113847468329.10344
2418,142444482845.17606
291,133202995694.4132
18,126885804296.78763
39,132091936369.83946
1001,118687419620.21732
2442,138296263417.2568
616,88334915654.26326
2680,68592632068.62339
1414,94086555758.1697
289,109549900129.53996
40,111914641883.3412
860,79637217335.96306
409,82753700845.65701
673,97205228484.45491
2427,93335628044.38336
2036,122647673779.0093
2564,109530579762.00803
642,124181306206.9175
1008,110751832932.76102
1908,117686084124.40477
2519,96056471891.98686
1369,70585366371.68266
2855,111179466033.16682
712,71580993045.2358
1943,104411737387.55502
1958,86456088174.69809
107,74967525255.62332
2295,114592351152.53888
704,96735762457.04501
676,92206096655.87944
259,109221108490.63925
93,139745730237.9188
106,118696718415.7866
2315,113258362739.44336
1050,78567202646.48822
1095,102327812388.65924
2709,86846306403.02681
758,118670510366.17867
1496,95794183861.89822
2370,87749898388.75163
2458,118284893927.6107
2733,97643900278.15143
161,167548703150.63242
726,99132153150.6722
845,106180537206.02483
947,128705762772.87491
2232,102841924785.56195
2563,103309672814.69536
2299,111596831680.55246
211,86593581867.11156
605,117464945577.10147
1478,97902021898.96785
2247,116287857422.40591
2274,108877828069.7549
2869,114204184776.81387
967,125963264922.46718
2656,92648532430.31793
667,148611078189.01105
1042,76404644712.71458
2023,111168267962.3777
2447,172063449056.12457
2055,79256931033.60835
2275,123067198544.86958
2204,99119218033.31474
1563,117560110849.68687
483,101408918253.18115
796,87198303130.4339
1526,106871871677.86917
2042,115811850241.48375
442,124302716675.76314
1693,151397271756.05075
1468,120152292305.08498
1430,112986955086.34557
2605,141160633127.98215
1529,101065548389.81836
335,92353136241.71039
1287,95005792831.29523
31,80526583379.20818
1785,120460666115.84137
82,102399322150.97533
2620,101078724435.2306
252,97225321119.04791
721,71575581598.55624
2165,102417440280.36052
2316,102776233980.54054
775,78649901302.46576
1558,78430044473.10341
17,110762151881.68042
1022,121901876723.07643
925,92100490147.8459
438,119542316009.49608
1270,105859974742.72235
1272,84949159112.83354
215,105910275002.77623
266,117656661732.73352
2402,122432326167.61406
1250,81098668526.94559
1984,89240118746.54874
1279,103995958671.1469
377,158070090121.9778
1252,107869398639.23785
2156,132787356793.7163
499,156124080596.44568
1374,89344170822.9507
2898,149922533879.82996
401,78160863540.41435
2721,120647376655.26561
2078,150391804582.97348
2589,85888849616.44498
1946,157368950252.89053
1334,88724830531.16873
2781,111049143711.40271
431,134329164050.81735
576,95699452191.17947
1474,111630730895.01436
2254,80355656114.67528
2155,117625592190.46793
885,81463145201.6955
643,86073803507.45212
1944,79630213712.5003
480,107222308076.53108
2845,90941311774.13094
2387,143505538311.81735
2407,104116578815.28763
2527,95579414037.6076
2514,82782123273.2132
629,102299516454.97855
80,115303898347.42021
1876,93924118852.85832
1546,84689828744.42226
2518,94399467638.30365
2347,89140172149.29439
783,107620439870.06187
1322,81906675375.13167
194,71082921285.67326
1770,147266308222.07092
2143,79130320729.66216
1229,114574362312.43852
511,119139958958.39532
46,103873751843.05922
1348,111821152781.73486
2465,103734711295.34135
387,117422724795.69824
873,105758994865.50746
1918,83637736585.83636
2764,120117674979.89442
2184,82967886886.32895
934,87384332076.63287
1920,87190984861.29434
2631,92056605112.48222
1768,263744998521.12317
2040,92326031325.14203
1749,121802198846.55594
834,118925419073.24602
1457,136797333850.54837
79,73242587215.15768
2302,76103451982.55885
1817,79555445558.41959
2755,114766129959.0771
359,101083528406.31496
2059,78905004772.83086
2092,130387809633.24287
2516,113315933608.24344
150,85082490688.6735
1656,104444792287.60701
83,81661111263.07059
2411,101746717551.28438
795,69208185344.51157
2312,134379869180.81189
2917,65877689022.148506
1624,102280096862.15382
2215,182289343292.63416
1211,90319370885.07198
1485,79108274085.25471
1024,94208147261.29425
570,98198839460.12975
2874,91172460240.24559
700,138195733554.5273
2756,109828600132.30974
2022,135946679436.36963
583,129513638562.03522
2392,142256866211.84808
2424,106356887863.56987
212,99946085876.86198
736,95741786578.71146
1610,120201802854.10474
890,90158921762.46439
467,101257063292.69125
578,138153849918.58752
1747,90677376802.80594
1149,95081176545.52676
2758,127546025575.01054
857,78981627427.7037
2219,155699427491.97614
733,79694579127.92133
2909,86080181374.68785
1798,123235583249.22157
235,107171220186.2915
2366,94881753165.76541
1027,91796042400.0663
1195,81781886679.34795
1303,55536386871.93908
148,109536898045.09056
608,97293447794.31819
2515,107252559218.53133
821,115867126123.60931
2500,148806187733.92288
745,83366082378.54686
741,102363451435.24533
1611,111672028565.16035
2532,83080499186.26268
1081,107583627881.22694
1692,164244124159.06998
2520,86728503912.3565
276,104508131167.65694
1992,98297363695.91328
663,61791518080.529274
418,76928829913.58055
1733,110648137296.60896
2359,89190410988.55632
253,97271477637.21257
1518,129219443024.94383
2035,93532612168.386
2919,80927382381.57613
1540,129541799062.77078
2120,86891423162.03914
1674,102208748366.08632
256,86508185364.97768
2361,77668652102.44485
978,66826536696.58848
2280,82866471613.728
2095,122664293136.43822
1709,146811493436.4593
2801,131045423136.38608
1246,76502154965.39839
2373,76285505177.66174
1055,113482695075.71806
2017,90486590471.39297
1099,137270833848.54646
1344,68255541648.901726
835,129027409145.46432
1117,106913995078.0178
2043,73465903420.7284
2085,86596607026.056
410,102746337691.74185
2650,82623065009.15474
2867,111180509109.4718
1668,81835201146.41216
1161,90581374790.85344
2122,95272815089.53087
2539,90476900867.70155
1047,87991572881.69698
1445,81753864138.63876
541,91939545515.83235
569,121341168272.9767
1276,75742842213.76405
918,86409069127.29295
326,101946832340.02898
1936,81191662827.46529
895,77648948141.83566
257,83876189655.74666
1241,109778295453.23329
1545,79762778808.73212
1189,97420362864.63397
270,79108274085.25471
2066,147591764204.69315
693,84461446352.39037
1259,96009819209.58705
2916,100421960909.4143
2321,142761440026.47745
1977,83236459396.71951
1895,100569541147.62112
1240,95693026057.96681
85,91724707888.78188
1823,88767964482.52112
825,127184330611.86624
110,109515966602.92708
697,86221617401.67499
2297,74043977665.64545
1231,90248817536.72194
1355,102424146842.13641
968,126095940377.4258
584,123170181031.51761
1315,100109472783.1362
1606,77789241450.5739
206,75538138417.69952
1685,125153930072.27605
2016,100204810937.57155
869,118993374975.43019
2135,79472895167.96364
2346,103319294093.52785
2430,109563132719.21983
2198,72154764239.38951
2652,81538686540.44843
27,78841810112.98584
241,96856970512.39285
906,90634289672.60165
1506,80478341413.23494
2098,167158669363.44077
1435,105740969028.85995
2213,83926497492.6169
1274,91984686387.42686
743,68648080851.6368
1737,103079849543.47675
2797,135817754661.30412
2185,81086673137.62683
58,94839979103.7405
830,97516978297.46371
808,98292022782.51129
680,123215606299.41936
1153,78854469825.95653
1291,97181179524.76776
1818,117503305401.41869
2161,100786130553.04344
1883,86575206788.09294
350,161598586830.88354
2473,92952685852.97153
295,132034676939.84511
293,143752667025.83698
859,77912487535.36617
288,75381846568.28362
1578,93754342950.64636
102,102057840936.84447
2831,114077260322.5518
1030,105500198107.27602
2551,95300146933.88643
1286,99526681715.58434
958,114961957400.12448
776,78498386277.92068
72,108806409289.73746
2263,113280552878.55731
1866,87570620096.91283
2876,65554829867.56295
2146,137000658031.20805
103,97391204187.6198
1500,86603743826.59457
492,110012361058.17744
167,91680501019.49492
2597,76792625837.11629
2685,84134031023.10222
1035,86778243060.53148
1220,63961023990.619576
2602,99473876901.10524
2159,120472643518.88875
695,118540206793.38261
1109,134426451703.33792
640,100870433065.4551
1652,86280421342.80849
2090,118612577400.81274
1188,119047325168.55238
2345,135295276852.89986
1059,169742097718.45547
2751,123551496884.31036
128,150732232475.043
1523,117252043063.01591
2925,95104944899.27167
2145,132742270138.25644
1121,104250946747.46509
566,176386230274.77206
565,115265504123.2467
1331,112724687926.26387
2928,83604720866.38676
156,88776569961.56743
797,111726674676.08446
327,81350027257.89389
2859,101325677309.02165
1453,74032659967.85658
1762,158071161270.27853
1868,111856286239.02577
1760,110446982369.7376
1113,112925558244.44926
1812,115913073160.2192
117,105805508391.14388
1142,117282314312.60144
2342,133963550516.30786
927,88431573776.1203
2478,116962096466.29051
655,73748352538.51697
2064,79776556755.25647
369,112227156262.90587
2239,82681300359.6373
2732,106943983582.84596
1653,93345636711.66667
959,110786332743.17494
2395,147959108984.44302
1412,77622544031.58344
271,118488417265.30222
1484,79063371567.75166
1497,92668028256.75119
552,103809329379.67587
2,79142883508.332
1855,150728197281.10913
4,137279461410.13976
2292,87439761538.89001
134,95703845989.31615
646,83532251410.3262
42,119422633170.72382
532,112586362042.82811
713,97865558999.14195
2561,92396244242.60915
2360,88671460242.05846
1333,89050277928.35109
1407,138682497834.48148
2892,150775381699.01315
574,114760806862.62267
1227,113645074139.4622
2591,125610898804.59477
1476,107147929776.9641
1125,126435141080.519
1446,83648543894.80177
408,90070646517.47328
1101,135215295949.76425
2251,104672120375.64516
373,103775926089.47278
2554,84380724307.52014
2382,114838189220.2902
1985,82223327488.17363
519,101641009017.78265
1093,116442840922.75693
864,134808298363.01419
2889,84805048017.21661
2308,118339553666.94797
986,96697482390.35811
1302,99401506210.96039
585,95285743615.11153
2708,88287145427.01044
147,93176939757.51024
1441,109812592748.50682
383,116347720177.59085
285,108929082913.73392
181,92131847290.14091
358,98724868100.13268
780,129507579172.46251
258,111002020521.99118
1865,142792172590.03256
692,90319523490.17043
2902,134067466281.02835
508,118417835113.50487
2638,111792625233.01048
36,100223099971.22986
611,102998679387.0974
2281,85689314090.67828
1678,87821551781.70195
1696,159743753040.56393
1557,77870722030.52603
2180,98109629410.56516
1726,101920637865.68347
951,81049730379.7744
267,129632598650.76903
2706,100784360692.24538
2221,124625691390.65712
1357,125505333256.57607
2901,131640889316.72298
347,103183126237.42789
2164,95384574961.1898
1586,143162481556.5919
360,94710205517.87242
1769,128300515241.19246
2617,94215957897.50243
1879,118897063957.40569
991,134461214348.80135
1535,95835800695.67607
1191,113338707397.92526
1579,106744262104.72847
1882,82812810688.97194
1510,100926173759.19847
2196,156267120748.35046
1845,102083477599.82584
2336,168255981042.41275
942,83581190451.60822
861,74550046007.55998
2555,88353160289.14268
1392,101427743380.49753
2099,116701525792.85118
1543,79498153585.55232
948,137970497549.57935
1239,104872853123.10359
22,92115795861.03099
2796,116279405163.15123
2747,99378903201.38818
92,143163795219.1828
210,115216414370.53978
1858,98297582971.94635
2228,86423747461.04631
447,110389531058.86311
827,114980107144.5115
1649,119326176237.1238
682,98568149651.63878
2698,81661679554.05292
494,94686398761.46007
214,113930079034.32118
2441,139986031036.7358
2679,81646276473.49126
1336,81526766497.3958
465,99988130652.63322
1524,89193947495.40459
2543,77500805528.10414
631,90002953818.3211
2452,150374471625.86713
228,94397795348.78516
126,121919120812.62567
1092,103667197223.6132
1122,104420564728.9883
932,123797657842.63252
1980,82415292589.8844
2171,81993744840.7921
551,95745944423.9048
2768,102263176086.61826
2056,79018761006.81114
1159,172753691069.22012
2645,117231443914.0995
1174,96660789623.23872
2266,116147923790.94218
2462,165529832191.57162
1219,90511029954.51118
2922,118774849966.78333
118,94639668780.54099
474,93505701295.87958
2576,101743442608.70517
872,126357516969.45682
1077,102809596166.71779
1536,87243411235.71074
1150,83018547201.59157
2341,125238485857.61385
1931,90723809038.90799
2785,82791756113.19383
2538,86336692718.11156
597,129085958065.65584
464,106865233345.54317
233,108204405862.23134
2169,80925975014.73325
2123,92575632267.23595
1867,97807676604.95872
137,142652710134.42444
515,118120529202.3646
933,79420744259.99141
2784,96392223646.6787
972,95506026054.87411
599,100193514836.95247
2614,76796490300.51414
2582,82329280937.85889
1409,110245665553.98709
175,102694268965.44603
352,108760122659.59877
976,67701553050.78823
2134,109781097308.56505
984,76590245185.8638
2396,131017209659.47037
1673,74584597015.23956
404,94648257627.04517
607,99172121009.27185
814,94789195972.36156
868,111723001072.44455
2271,109074272563.47177
1633,130973077584.89351
337,145950107589.2849
2765,111191326458.22836
1746,111359843013.17778
368,135814505546.27928
2806,104863744415.11078
1662,119959467899.2165
1234,125789640147.82506
1373,92890856174.23007
1672,78092013658.88216
1939,79796123312.42833
